第一个点tnt,第二个点tnt,第三个点tnt,x动量,y动量,z动量,方向
2124,60283,0,-37600.31543995164,124.22650831782428,-37600.31543995164,010
2124,60283,0,-37600.31543995164,124.22650831782428,-37600.31543995164,010
2124,60282,0,-37599.7128720541,124.22762451968327,-37599.7128720541,010
2125,60282,0,-37600.31349110883,124.31779142410133,-37600.31349110883,010
2125,60282,0,-37600.31349110883,124.31779142410133,-37600.31349110883,010
2125,60281,0,-37599.71092321127,124.31890762596034,-37599.71092321127,010
2126,60281,0,-37600.311542266,124.40907453037836,-37600.311542266,010
2126,60281,0,-37600.311542266,124.40907453037836,-37600.311542266,010
2126,60280,0,-37599.708974368456,124.41019073223737,-37599.708974368456,010
2127,60280,0,-37600.30959342318,124.50035763665542,-37600.30959342318,010
2127,60280,0,-37600.30959342318,124.50035763665542,-37600.30959342318,010
2127,60279,0,-37599.70702552564,124.50147383851441,-37599.70702552564,010
2128,60279,0,-37600.30764458036,124.59164074293244,-37600.30764458036,010
2128,60279,0,-37600.30764458036,124.59164074293244,-37600.30764458036,010
2128,60278,0,-37599.70507668281,124.59275694479145,-37599.70507668281,010
2129,60278,0,-37600.30569573754,124.6829238492095,-37600.30569573754,010
2129,60278,0,-37600.30569573754,124.6829238492095,-37600.30569573754,010
2129,60277,0,-37599.703127839995,124.6840400510685,-37599.703127839995,010
2130,60277,0,-37600.30374689472,124.77420695548652,-37600.30374689472,010
2130,60277,0,-37600.30374689472,124.77420695548652,-37600.30374689472,010
2130,60276,0,-37599.70117899717,124.77532315734553,-37599.70117899717,010
2131,60276,0,-37600.30179805189,124.86549006176358,-37600.30179805189,010
2131,60276,0,-37600.30179805189,124.86549006176358,-37600.30179805189,010
2131,60275,0,-37599.69923015435,124.86660626362259,-37599.69923015435,010
2132,60275,0,-37600.29984920908,124.95677316804061,-37600.29984920908,010
2132,60275,0,-37600.29984920908,124.95677316804061,-37600.29984920908,010
2132,60274,0,-37599.69728131153,124.9578893698996,-37599.69728131153,010
2133,60274,0,-37600.297900366255,125.04805627431766,-37600.297900366255,010
2133,60274,0,-37600.297900366255,125.04805627431766,-37600.297900366255,010
2133,60273,0,-37599.69533246871,125.04917247617666,-37599.69533246871,010
2134,60273,0,-37600.29595152343,125.13933938059472,-37600.29595152343,010
2134,60272,0,-37599.69338362589,125.14045558245371,-37599.69338362589,010
2134,60272,0,-37599.69338362589,125.14045558245371,-37599.69338362589,010
2135,60272,0,-37600.29400268062,125.23062248687174,-37600.29400268062,010
2135,60271,0,-37599.69143478307,125.23173868873074,-37599.69143478307,010
2135,60271,0,-37599.69143478307,125.23173868873074,-37599.69143478307,010
2136,60271,0,-37600.292053837795,125.3219055931488,-37600.292053837795,010
2136,60270,0,-37599.68948594025,125.3230217950078,-37599.68948594025,010
2136,60270,0,-37599.68948594025,125.3230217950078,-37599.68948594025,010
2137,60270,0,-37600.29010499497,125.41318869942583,-37600.29010499497,010
2137,60269,0,-37599.68753709742,125.41430490128482,-37599.68753709742,010
2137,60269,0,-37599.68753709742,125.41430490128482,-37599.68753709742,010
2138,60269,0,-37600.28815615215,125.50447180570288,-37600.28815615215,010
2138,60268,0,-37599.68558825461,125.50558800756188,-37599.68558825461,010
2138,60268,0,-37599.68558825461,125.50558800756188,-37599.68558825461,010
2139,60268,0,-37600.28620730933,125.59575491197991,-37600.28620730933,010
2139,60267,0,-37599.683639411785,125.5968711138389,-37599.683639411785,010
2139,60267,0,-37599.683639411785,125.5968711138389,-37599.683639411785,010
2140,60267,0,-37600.284258466505,125.68703801825696,-37600.284258466505,010
2140,60266,0,-37599.68169056896,125.68815422011596,-37599.68169056896,010
2140,60266,0,-37599.68169056896,125.68815422011596,-37599.68169056896,010
2141,60266,0,-37600.28230962369,125.77832112453399,-37600.28230962369,010
2141,60265,0,-37599.67974172615,125.779437326393,-37599.67974172615,010
2141,60265,0,-37599.67974172615,125.779437326393,-37599.67974172615,010
2142,60265,0,-37600.28036078087,125.86960423081105,-37600.28036078087,010
2142,60264,0,-37599.67779288332,125.87072043267004,-37599.67779288332,010
2142,60264,0,-37599.67779288332,125.87072043267004,-37599.67779288332,010
2143,60264,0,-37600.278411938045,125.96088733708807,-37600.278411938045,010
2143,60263,0,-37599.6758440405,125.96200353894707,-37599.6758440405,010
2143,60263,0,-37599.6758440405,125.96200353894707,-37599.6758440405,010
2144,60263,0,-37600.27646309523,126.05217044336513,-37600.27646309523,010
2144,60262,0,-37599.67389519768,126.05328664522412,-37599.67389519768,010
2145,60262,0,-37600.2745142524,126.14345354964215,-37600.2745142524,010
2145,60262,0,-37600.2745142524,126.14345354964215,-37600.2745142524,010
2145,60261,0,-37599.67194635486,126.14456975150115,-37599.67194635486,010
2146,60261,0,-37600.272565409585,126.2347366559192,-37600.272565409585,010
2146,60261,0,-37600.272565409585,126.2347366559192,-37600.272565409585,010
2146,60260,0,-37599.669997512035,126.23585285777821,-37599.669997512035,010
